province,type,name,about,priorities,website,phone,email,address,minister_name,minister_phone,minister_email,minister_url,minister_photo_url,twitter,facebook,youtube,instagram
NS,Department,Fisheries and Aquaculture Loan Board,"The former Nova Scotia Department of Agriculture and Fisheries announced the establishment of the Sportfish Habitat Fund, as proposed by the Nova Scotia Salmon Association, the Nova Scotia Federation of Anglers and Hunters, Trout Nova Scotia, and the Canadian Association of Smallmouth Anglers. (Information on this fund is available in PDF format.)",,https://novascotia.ca/fish/funding-programs/,,,,Nova Scotia Sportfish Habitat Fund,902-424-4560,,https://novascotia.ca/fish/contact-us/,,,,,
NS,Department,"Apprenticeship Agency, Nova Scotia","AMS will provide a faster, easier, and more transparent way for apprentices and employers to manage apprenticeship activity.Effective January 8th, 2026, you will use our AMS system to interact with NSAA, manage your apprenticeship activities, and make requests.",,http://nsapprenticeship.ca/,902.424.5651,,,Secondary Menu,1-800-670-4357,,https://novascotia.ca/contact#itcs,,https://twitter.com/apprenticens,https://www.facebook.com/NSApprenticeship/,https://www.youtube.com/channel/UCh9nmTP7goR2C8RH1U8R5nQ,https://www.instagram.com/nsapprenticeship/
NS,Department,Build Nova Scotia,We are Build Nova Scotia. We oversee opportunities to transform our province’s lands and properties in ways that drive our economy forward and improve quality of life for all Nova Scotians.,,https://buildns.ca/,902-422-6591,info@buildns.ca,,Our Projects,902.422.6591,info@buildns.ca,https://buildns.ca/contact/,,https://x.com/BuildNovaScotia,https://www.facebook.com/buildnovascotia,https://www.youtube.com/@BuildNovaScotia,https://www.instagram.com/buildnovascotia/
NS,Department,GeoNOVA,,,https://geonova.novascotia.ca/,,,,,,,,,,,,
NS,Department,Gaelic Affairs,,,http://gaelic.novascotia.ca/,,,,,,,,,,,,
NS,Department,Emergency Management Office,"The Department of Emergency Management is responsible for coordinating disaster and emergency planning, preparedness, responses and recovery activities. We help make sure that Nova Scotians are safe and prepared during emergencies and disasters. We also provide timely emergency alerts and information.",,https://beta.novascotia.ca/government/emergency-management-office,,,,Department Information,1-800-670-4357,,https://novascotia.ca/contact-us,,https://twitter.com/NSEmergency,https://facebook.com/NSEmergency,https://www.youtube.com/nsgov,
NS,Department,Art Gallery of Nova Scotia,,,http://www.artgalleryofnovascotia.ca/,902 424 5280,,2026 Art Gallery of Nova Scotia HALIFAX 1723 Hollis Street Halifax,Upcoming Events,902 424 5280,info@agns.ca,https://agns.ca/contact/,,,https://www.facebook.com/ArtGalleryNS?ref=ts,,https://www.instagram.com/artgalleryns/
NS,Department,Farm Loan Board,"For over 100 years, the Nova Scotia Farm Loan Board has been supporting farmers and food producers in Nova Scotia. Our mission is to build on the success of agriculture in Nova Scotia by providing lending opportunities so farmers and producers can expand, grow, and innovate. Agriculture financing is all we do, and that single focus gives us a deeper understanding of producers’ needs here.",,https://novascotia.ca/farmloan/,902-893-6506,FLBNS@novascotia.ca,,Lending Products,902-893-6506,flbns@novascotia.ca,https://nsfarmloan.ca/contact/,,,https://www.facebook.com/Nova-Scotia-Farm-Loan-Board-102052592178660,,https://www.instagram.com/nsfarmloanboard/
NS,Department,Executive Council Office,"The  Executive Council Office provides central leadership to achieve government priorities and support for executive leadership. We support the Office of the Premier, Executive Council (Cabinet) and its committees by providing strategic policy, legislative, communications and labour relations advice to support decision-making and priority setting.",,https://novascotia.ca/exec_council/,,,,Department Information,1-800-670-4357,,https://novascotia.ca/contact-us,,https://www.x.com/nsgov,https://www.facebook.com/nsgov,https://www.youtube.com/nsgov,
NS,Department,Nova Scotia Electoral Boundaries Commission,,,https://electionsnovascotia.ca/about/electoral-boundaries-commission,,,,,,,,,,,,
NS,Department,Nova Scotia Museum,,,http://museum.novascotia.ca/,,,,,,,,,,,,
NS,Department,Nova Scotia Advisory Commission on AIDS,The Nova Scotia Advisory Commission on AIDS members come from across Nova Scotia and are selected for their interest and knowledge of HIV/AIDS issues.,,https://novascotia.ca/aids/,,HPMHACorrespondence@novascotia.ca,1894 Barrington Street Halifax,,,,,,,,,
NS,Department,Labour Board,Labour Board is an independent adjudicative body established under theLabour Board Act. The Board is responsible for the fair and efficient administration and adjudication of responsibilities assigned to it under the Labour Board Act and sections of otherActs and Regulations.,,https://novascotia.ca/lae/labourboard/,,,,Bringing Matters Before the Board,902-424-4311,labourboard@novascotia.ca,https://novascotia.ca/lae/labourboard/contact/,,http://twitter.com/#!/nsgov,https://www.facebook.com/nsgov,http://www.youtube.com/nsgov,
NS,Department,Labour Standards,"The Labour Standards legislation sets out the minimum employment rules in Nova Scotia that employers and employees have to follow.  It also sets out rules specific to the recruitment of workers and the hiring of foreign workers.  Employees, employers and recruiters have rights and responsibilities under these rules.  A person who believes the rules have been broken  can file a complaint with the Labour Standards Division.",,https://novascotia.ca/lae/employmentrights/,,,,Employment Rights,902-424-5301,,https://novascotia.ca/lae/contact/,,http://twitter.com/nsgov,https://www.facebook.com/nsgov,http://www.youtube.com/nsgov,
NS,Department,Office of L’nu Affairs,We also have more information on the beta website. If you can't find what you're looking forvisit the beta website.,,https://novascotia.ca/abor/,,,,,,,,,https://www.twitter.com/nsgov,https://www.facebook.com/nsgov,https://www.youtube.com/nsgov,
NS,Department,Invest Nova Scotia,Click hereto visit our new markets resource hub for the latest on the evolving trade landscape,,https://investnovascotia.ca/,,,,Choose Nova Scotia,1-800-670-4357,,https://novascotia.ca/contact,,,https://www.facebook.com/sharer/sharer.php?u=https://investnovascotia.ca/,https://www.youtube.com/channel/UCU1pS_7p5-lzpQxNRmOmTCw,https://www.instagram.com/investnovascotia/
NS,Department,Nova Scotia Archives,"Visit our expanded Gaelic Resources site to explore the newest section - the Maclean, Sinclair family papers, one of the finest collections of original Gaelic material in Canada.",,http://archives.novascotia.ca/,(902) 424-6060,,1843 Transcribe Vital Statistics Nova Scotia Archives Library Catalogue Location Nova Scotia Archives 6016 University Avenue Halifax,Research Floor Closures,1-800-670-4357,,https://novascotia.ca/contact-us/,,,https://www.facebook.com/novascotiaarchives,https://www.youtube.com/NSArchives,https://www.instagram.com/ns_archives/
NS,Department,Nova Scotia Securities Commission,"The Nova Scotia Securities Commission was established to provide investors with protection from activities that undermine investor confidence in the fairness and efficiency of Nova Scotia capital markets and where not inconsistent with investor protection, to foster capital formation.",,https://nssc.novascotia.ca/,1-855-424-2499,,,Our Blog,1-800-670-4357,,https://novascotia.ca/contact-us,,https://twitter.com/nsscommission,https://www.facebook.com/NSSCommission,https://www.youtube.com/channel/UC725QouwLYOsuSrkaEqmFBw,https://www.instagram.com/nsscommission/
NS,Department,Office of the Fire Marshal,"The Office of the Fire Marshal is responsible for fire and building safety. The office develops policies, regulations and programs to promote and enforce the principles and practices of fire safety. We also provide advice on all initiatives and issues concerning building and fire safety.",,https://beta.novascotia.ca/government/office-fire-marshal,,,,Department Information,1-800-670-4357,,https://novascotia.ca/contact-us,,https://www.x.com/nsgov,https://www.facebook.com/nsgov,https://www.youtube.com/nsgov,
NS,Department,Office of Equity and Anti-Racism Initiatives,"The Office of Equity and Anti-Racism works across government with partners and communities to help lead and support government’s anti-racism initiatives and promote equity. We work to identify and address systemic racism and inequity in government policy, legislation, programs and services. We’re also responsible for helping government and communities improve social and economic well-being for all people within the province and creating greater access to opportunities and resources.",,https://beta.novascotia.ca/government/equity-and-anti-racism-initiatives,,,1741 Brunswick Street Halifax,Department Information,1-800-670-4357,,https://novascotia.ca/contact-us,,https://www.x.com/nsgov,https://facebook.com/NSOfficeofEquity,https://www.youtube.com/nsgov,
NS,Department,Primary Forest Products Marketing Board,"About the BoardSummary Report
        Standing Timber Sales from  Private Woodlots",,https://novascotia.ca/pfpmb/,,,,"Summary Report
        Standing Timber Sales from  Private Woodlots",,,https://novascotia.ca/about.htm#contact,,,,,
NS,Department,"Provincial Library, Nova Scotia",,,http://library.novascotia.ca/,,,,,,,,,,,,
NS,Department,Office of the Information and Privacy Commissioner for Nova Scotia,"Please note, entry to our office is by appointment only. We encourage you to communicate with us by phone or email. If you wish to provide us with hard copies of materials, please send them by mail, fax, courier or by dropping them off in the mail slot outside our office door. Our full contact information is available here:Contact Us.",,https://oipc.novascotia.ca/,,,,Legislative Review Submission,1-800-670-4357,,https://novascotia.ca/contact-us,,,,,
NS,Department,"Premier, Office of","Born in Halifax, Nova Scotia, Tim was raised in a military family and grew up on military bases in Summerside, PEI, Trenton, Ontario and Comox, British Columbia before the family ultimately returned to Nova Scotia for his father’s retirement posting to Shearwater.",,http://premier.novascotia.ca/,902-424-6600,premier@novascotia.ca,,,,,,https://novascotia.ca/sites/default/files/styles/250x250/public/2025-01/premier-tim-houston-portrait-2025_0.jpg?itok=JuMLde6k,,,,
NS,Department,Public Prosecution Service,This site explains therole of the Public Prosecution Service and the job of the Crown Attorney. It also takes you -step-by-step - through a criminal case. It explains the process clearly and simply and will help you to understand how a criminal prosecution works in Canada perhaps correcting any misconceptions you might have.,,https://novascotia.ca/pps/,,,,Nova Scotia Public Prosecution Service,,,https://novascotia.ca/pps/directives.asp,,http://twitter.com/nsgov,https://www.facebook.com/nsgov,http://www.youtube.com/nsgov,
NS,Department,Police Complaints Commissioner's Office,The Office of the Police Complaints Commissioner (OPCC) investigates complaints by citizens alleging misconduct by municipal police officers. The Office provides support to the Police Review Board which is empowered to hear and rule on public complainant appeals.  Police officers may also appeal internal discipline decisions to the Review Board.The OPCC is an arms-length agency that is funded by the Nova Scotia government.,,https://novascotia.ca/just/NSPC.asp,,,,Nova Scotia Life,,,https://novascotia.ca/contact.htm,,http://twitter.com/#!/nsgov,https://www.facebook.com/nsgov,http://www.youtube.com/nsgov,
NS,Department,Nova Scotia Utility and Review Board,"The Tribunal provides advisory, administrative, and human resource support to the Nova Scotia Energy Board and the Nova Scotia Regulatory and Appeals Board.",,http://nsuarb.novascotia.ca/,(902) 424-4448,,1601 Lower Water Street Halifax,Tribunal Primary Menu,,,https://novascotia.ca/contact-0,,,,,
NS,Department,Office of Regulatory Affairs and Service Effectiveness,"The Office of Service Efficiency helps government identify and remove regulatory burdens for businesses and citizens. We monitor regulatory impact (time and money) of legislative and regulatory proposals and process change. We also advise on best practice in regulation, regulatory reform and service effectiveness to make it easier for businesses and citizens to understand and comply with regulations.",,https://novascotia.ca/regulatoryopportunity/,,,1883 Upper Water Street Halifax,Department Information,1-800-670-4357,,https://novascotia.ca/contact-us,,https://twitter.com/NS_RegReform,https://www.facebook.com/nsgov,https://www.youtube.com/nsgov,
NS,Department,Public Trustee,"The Public Trustee is committed to the proper administration of estates of deceased persons, incompetent persons, children, and missing persons. It is also committed to provide informed consents for health care, placement to a continuing care home or home care services using an approach that is client-centred, respectful of human rights and freedoms, and in the client’s best interests if prior wishes, values, and beliefs are not known.",,https://novascotia.ca/just/pto/,,,,Public Trustee Home,,,https://novascotia.ca/contact.asp,,http://twitter.com/nsgov,https://www.facebook.com/nsgov,http://www.youtube.com/nsgov,
NS,Department,"Status of Women, Advisory Council on the",,,https://women.novascotia.ca/,,,,,,,,,,,,
NS,Department,Superintendent of Insurance,How to get help with insurance questions and make a complaint about an insurance company.,,https://novascotia.ca/finance/en/home/insurance/superintendantofinsurance.aspx,,,,,1-800-670-4357,,https://novascotia.ca/contact-us,,https://www.x.com/nsgov,https://www.facebook.com/nsgov,https://www.youtube.com/nsgov,
NS,Department,Registry of Motor Vehicles,"Driver education, licences, renewals, vehicle permits, licence plates and other information and services provided by Registry of Motor Vehicles.",,https://novascotia.ca/snsmr/rmv/,,,,,,,,,https://www.twitter.com/nsgov,https://www.facebook.com/nsgov,https://www.youtube.com/nsgov,
NS,Department,Workers' Compensation Appeals Tribunal,The Workers' Compensation Appeals Tribunal is an independent tribunal which hears and decides appeals from final decisions of the Workers' Compensation Board.,,https://novascotia.ca/wcat/,,,,Quick Links,1-800-670-4357,,https://novascotia.ca/contact,,http://twitter.com/#!/nsgov,https://www.facebook.com/nsgov,http://www.youtube.com/nsgov,
NS,Department,Registry of Joint Stock Companies,"Find business or non-profit information on file with Registry of Joint Stock Companies, including names, addresses and registration dates.",,https://novascotia.ca/sns/access/business/registry-joint-stock-companies.asp,,,,,1-800-670-4357,,https://novascotia.ca/contact-us,,https://www.x.com/nsgov,https://www.facebook.com/nsgov,https://www.youtube.com/nsgov,
NS,Department,Tender Opportunities and User Resources,,,https://novascotia.ca/tenders/,17209214986,,,,,,,,,,,
NS,Department,"Credit Union Deposit Insurance Corporation, Nova Scotia","The role of the Nova Scotia Credit Union Deposit Insurance Corporation (NSCUDIC) is to provide deposit insurance forcredit unions and caisses populairesin Nova Scotia, Canada.",,http://www.nscudic.org/,1-902-422-4431,info@nscudic.org,,We Have You Covered,902-422-4431,info@nscudic.org,https://www.nscudic.org/contact-us/,,,,,
